,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
46513,SO - 0009885,2017-01-04,Arbor Company,Product 2,Distributor,6,1246.2,7477.200000000001,710.334,WI,Brown County,Wisconsin,Midwest,44.51916,-88.01983,3050087.565
46514,SO - 0010221,2017-01-04,Voolia Ltd,Product 16,Distributor,11,2432.1,26753.1,1605.186,CA,Los Angeles County,California,West,33.96168,-118.35313,2062061.144
46515,SO - 000628,2017-01-04,Mydo Corp,Product 5,Distributor,9,241.20000000000002,2170.8,180.9,FL,Lee County,Florida,South,26.56285,-81.94953,3925424.5420000004
46516,SO - 0003064,2017-01-04,NARS Group,Product 1,Distributor,6,1876.0,11256.0,1106.84,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,3016489.209
46517,SO - 0003600,2017-01-04,SAFEWAY Ltd,Product 5,Wholesale,5,207.70000000000002,1038.5,145.39000000000001,UT,Utah County,Utah,West,40.2969,-111.69465,3925424.5420000004
46518,SO - 0004193,2017-01-04,Alembic Ltd,Product 1,Export,6,2941.3,17647.800000000003,1676.541,MN,Dakota County,Minnesota,Midwest,44.73191,-93.21772,3016489.209
46519,SO - 0004880,2017-01-04,Browsebug Company,Product 16,Distributor,7,2318.2000000000003,16227.400000000001,1460.4660000000001,WA,King County,Washington,West,47.61038,-122.20068,2062061.144
46520,SO - 0007400,2017-01-04,Vimbo Company,Product 25,Wholesale,6,3899.4,23396.4,2612.5980000000004,IL,Cook County,Illinois,Midwest,41.59859,-87.85041,5342315.484
46521,SO - 0008082,2017-01-04,Golden Corp,Product 25,Distributor,11,1835.8,20193.8,1303.418,IA,Johnson County,Iowa,Midwest,41.66113,-91.53017,5342315.484
46522,SO - 0001013,2017-01-05,Kare Corp,Product 26,Wholesale,6,1065.3,6391.799999999999,852.24,MN,Hennepin County,Minnesota,Midwest,44.85469,-93.47079,5685138.2700000005
46523,SO - 0002835,2017-01-05,Topiczoom Corp,Product 1,Distributor,7,897.8000000000001,6284.6,430.944,CA,Sacramento County,California,West,38.58157,-121.4944,3016489.209
46524,SO - 0003354,2017-01-05,Kazu Corp,Product 18,Distributor,12,5467.2,65606.4,3772.3679999999995,GA,Fulton County,Georgia,South,34.07538,-84.29409,2309499.045
46525,SO - 0004537,2017-01-05,Fivebridge Ltd,Product 2,Wholesale,9,1902.8,17125.2,818.204,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,3050087.565
46526,SO - 0006070,2017-01-05,Aibox Company,Product 13,Distributor,9,3852.5,34672.5,1541.0,GA,Dougherty County,Georgia,South,31.57851,-84.15574,3720639.645
46527,SO - 0006259,2017-01-05,Flipbug Ltd,Product 29,Distributor,5,1058.6000000000001,5293.000000000001,709.2620000000002,CA,Orange County,California,West,33.64113,-117.91867,594471.5700000001
46528,SO - 0006384,2017-01-05,Aromaticos Company,Product 20,Distributor,7,1266.3,8864.1,810.432,NC,Onslow County,North Carolina,South,34.75405,-77.43024,2067108.1199999999
46529,SO - 0009343,2017-01-05,GOOD Ltd,Product 22,Export,6,3457.2000000000003,20743.2,2938.6200000000003,MD,Montgomery County,Maryland,South,39.084,-77.15276,663601.902
46530,SO - 0008132,2017-01-05,Dazzlesphe Corp,Product 6,Distributor,12,911.2,10934.400000000001,537.608,TX,Collin County/Dallas County,Texas,South,32.97229,-96.70807,1672229.416
46531,SO - 0009933,2017-01-05,Kazu Corp,Product 10,Wholesale,11,3497.4,38471.4,2937.816,CA,Merced County,California,West,37.30216,-120.48297,864331.624
46532,SO - 0010352,2017-01-05,Kazu Corp,Product 3,Wholesale,6,1855.9,11135.400000000001,1429.0430000000001,IN,Vigo County,Indiana,Midwest,39.4667,-87.41391,2642352.432
46533,SO - 0008261,2017-01-05,Talane Group,Product 15,Wholesale,5,227.8,1139.0,148.07000000000002,CO,Douglas County,Colorado,West,39.37221,-104.85609,3299478.315
46534,SO - 0002063,2017-01-05,SUPERVALU Ltd,Product 2,Distributor,7,1125.6000000000001,7879.200000000001,855.4560000000001,MO,St. Charles County,Missouri,Midwest,38.81061,-90.69985,3050087.565
46535,SO - 0003523,2017-01-05,Realcube Company,Product 2,Export,5,871.0,4355.0,531.31,CA,San Bernardino County,California,West,34.05557,-117.18254,3050087.565
46536,SO - 0009505,2017-01-05,Zoomzone Corp,Product 7,Wholesale,8,2385.2000000000003,19081.600000000002,1025.6360000000002,AL,Mobile County,Alabama,South,30.69436,-88.04305,889737.555
46537,SO - 0001757,2017-01-05,Twitterbri Ltd,Product 17,Export,9,1098.8,9889.199999999999,747.184,CA,San Diego County,California,West,32.83838,-116.97392,2119616.824
46538,SO - 0004837,2017-01-05,Ascend Ltd,Product 5,Wholesale,5,1072.0,5360.0,568.1600000000001,NC,Guilford County,North Carolina,South,36.07264,-79.79198,3925424.5420000004
46539,SO - 0007857,2017-01-05,Zoonoodle Ltd,Product 2,Export,7,2257.9,15805.300000000001,1106.371,MI,Oakland County,Michigan,Midwest,42.63892,-83.29105,3050087.565
46540,SO - 0010065,2017-01-05,Pfizer Corp,Product 14,Wholesale,10,1078.7,10787.0,474.62800000000004,IL,McLean County,Illinois,Midwest,40.53839,-88.98528,4028698.4090000005
46541,SO - 0009211,2017-01-05,Buzzshare Company,Product 25,Distributor,11,5038.400000000001,55422.40000000001,3778.8,TX,Harris County,Texas,South,29.69106,-95.2091,5342315.484
46542,SO - 0003315,2017-01-05,Rhynoodle Ltd,Product 19,Distributor,7,2740.3,19182.100000000002,1561.971,NY,Erie County,New York,Northeast,43.01164,-78.75715,1645841.6
46543,SO - 0008683,2017-01-05,Accudial Company,Product 30,Export,5,167.5,837.5,85.425,WI,Eau Claire County/Chippewa County,Wisconsin,Midwest,44.81966,-91.49488,1011609.684
46544,SO - 0009449,2017-01-05,Skidoo Company,Product 30,Export,5,3973.1,19865.5,2066.012,NY,Suffolk County,New York,Northeast,40.64092,-73.31669,1011609.684
46545,SO - 0010471,2017-01-05,Organon Corp,Product 20,Export,5,1882.7,9413.5,1016.6580000000001,TX,Harris County,Texas,South,29.69106,-95.2091,2067108.1199999999
46546,SO - 0010375,2017-01-05,Jayo Company,Product 25,Distributor,6,2010.0,12060.0,964.8,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,5342315.484
46547,SO - 0009020,2017-01-05,Avavee Group,Product 1,Wholesale,5,221.1,1105.5,145.92600000000002,NY,Monroe County,New York,Northeast,43.2134,-77.57972,3016489.209
46548,SO - 0009070,2017-01-05,Liberty Group,Product 26,Wholesale,12,1051.9,12622.800000000001,599.583,CA,Sacramento County,California,West,38.58907,-121.30273,5685138.2700000005
46549,SO - 000643,2017-01-05,Flipbug Ltd,Product 5,Distributor,7,1005.0,7035.0,462.3,NJ,Passaic County,New Jersey,Northeast,40.94585,-74.24508,3925424.5420000004
46550,SO - 0001536,2017-01-05,Eayo Company,Product 18,Wholesale,8,6472.2,51777.6,2977.212,TX,Lubbock County,Texas,South,33.57786,-101.85517,2309499.045
46551,SO - 0002360,2017-01-05,Mylan Corp,Product 25,Wholesale,7,1118.9,7832.300000000001,906.3090000000001,CO,Weld County,Colorado,West,40.42331,-104.70913,5342315.484
46552,SO - 0002452,2017-01-05,Natures Group,Product 13,Wholesale,5,1132.3,5661.5,871.871,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,3720639.645
46553,SO - 0003254,2017-01-05,Aldi Ltd,Product 13,Wholesale,7,777.2,5440.400000000001,528.4960000000001,WI,Outagamie County/Calumet County/Winnebago County,Wisconsin,Midwest,44.27795,-88.38826,3720639.645
46554,SO - 0004421,2017-01-05,Avavee Group,Product 25,Distributor,7,227.8,1594.6000000000001,113.9,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,5342315.484
46555,SO - 000355,2017-01-05,Snaptags Ltd,Product 18,Distributor,11,1092.1000000000001,12013.100000000002,622.4970000000001,UT,Salt Lake County,Utah,West,40.60967,-111.9391,2309499.045
46556,SO - 0004277,2017-01-05,Oba Company,Product 14,Wholesale,11,6405.2,70457.2,2882.34,CA,Los Angeles County,California,West,34.13612,-117.86534,4028698.4090000005
46557,SO - 0004887,2017-01-05,Alembic Ltd,Product 13,Distributor,6,2539.3,15235.800000000001,1015.7200000000001,TX,Cameron County,Texas,South,26.19063,-97.6961,3720639.645
46558,SO - 0005347,2017-01-05,Wordpedia Ltd,Product 20,Wholesale,8,3852.5,30820.0,3236.1,TX,Rockwall County/Dallas County,Texas,South,32.91592,-96.54867,2067108.1199999999
46559,SO - 0010537,2017-01-05,Colgate-Pa Group,Product 15,Distributor,7,991.6,6941.2,485.884,CA,Butte County,California,West,39.72849,-121.83748,3299478.315
46560,SO - 0010456,2017-01-05,Snaptags Ltd,Product 1,Wholesale,5,4020.0,20100.0,3095.4,MS,Rankin County/Hinds County/Madison County,Mississippi,South,32.31583,-90.21282,3016489.209
46561,SO - 000577,2017-01-06,Skyvu Group,Product 17,Export,5,1011.7,5058.5,667.7220000000001,NY,Monroe County,New York,Northeast,43.15478,-77.61556,2119616.824
46562,SO - 0003740,2017-01-06,Jayo Company,Product 16,Export,8,3859.2000000000003,30873.600000000002,2006.784,VA,Lynchburg city,Virginia,South,37.41375,-79.14225,2062061.144
46563,SO - 0005137,2017-01-06,Rochester Group,Product 14,Wholesale,5,1058.6000000000001,5293.000000000001,698.6760000000002,CO,Arapahoe County,Colorado,West,39.57916,-104.87692,4028698.4090000005
46564,SO - 0006007,2017-01-06,Linkbuzz Ltd,Product 17,Wholesale,9,1118.9,10070.1,704.907,MA,Hampden County,Massachusetts,Northeast,42.10148,-72.58981,2119616.824
46565,SO - 0007827,2017-01-06,Nexus Group,Product 21,Wholesale,10,167.5,1675.0,107.2,WI,Milwaukee County,Wisconsin,Midwest,43.01668,-88.00703,959899.2180000001
46566,SO - 0007952,2017-01-06,Brainspher Ltd,Product 25,Distributor,6,180.9,1085.4,92.259,MI,Oakland County,Michigan,Midwest,42.48531,-83.37716,5342315.484
46567,SO - 0009873,2017-01-06,Pacific Ltd,Product 12,Wholesale,7,2646.5,18525.5,1482.0400000000002,MA,Norfolk County,Massachusetts,Northeast,42.25288,-71.00227,1356976.996
46568,SO - 0008943,2017-01-06,Nexus Group,Product 15,Distributor,9,227.8,2050.2000000000003,184.51800000000003,CA,San Diego County,California,West,33.03699,-117.29198,3299478.315
46569,SO - 0010655,2017-01-06,Aimbo Corp,Product 3,Distributor,7,2351.7000000000003,16461.9,1787.2920000000001,CA,San Mateo County,California,West,37.48522,-122.23635,2642352.432
46570,SO - 0009407,2017-01-06,Topiczoom Corp,Product 16,Distributor,9,3356.7000000000003,30210.300000000003,1779.0510000000002,CA,Sacramento County,California,West,38.58907,-121.30273,2062061.144
46571,SO - 000781,2017-01-06,Podcat Corp,Product 14,Wholesale,11,1145.7,12602.7,744.705,TX,Rockwall County/Collin County/Dallas County,Texas,South,32.90983,-96.63033,4028698.4090000005
46572,SO - 0001723,2017-01-06,Fivechat Company,Product 1,Wholesale,11,6398.5,70383.5,3647.1449999999995,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,3016489.209
46573,SO - 0005687,2017-01-06,Blogtags Ltd,Product 17,Wholesale,7,2398.6,16790.2,1439.1599999999999,IL,DuPage County,Illinois,Midwest,41.85857,-88.08948,2119616.824
46574,SO - 0006399,2017-01-06,Geiss Company,Product 30,Wholesale,6,1333.3,7999.799999999999,1026.641,CO,Larimer County,Colorado,West,40.58526,-105.08442,1011609.684
46575,SO - 0009076,2017-01-06,Blogspan Ltd,Product 17,Distributor,12,5822.3,69867.6,4599.617,FL,Volusia County,Florida,South,29.21081,-81.02283,2119616.824
46576,SO - 0009925,2017-01-06,Flipbug Ltd,Product 25,Distributor,9,5380.1,48420.9,3604.6670000000004,IL,McLean County,Illinois,Midwest,40.4842,-88.99369,5342315.484
46577,SO - 000678,2017-01-06,Realbuzz Ltd,Product 2,Wholesale,11,5567.7,61244.7,4565.513999999999,CA,Alameda County,California,West,37.72493,-122.15608,3050087.565
46578,SO - 0001563,2017-01-06,Twimbo Company,Product 18,Export,8,2291.4,18331.2,1810.2060000000001,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,2309499.045
46579,SO - 0002896,2017-01-06,Neutrogena Ltd,Product 13,Wholesale,11,2264.6,24910.6,1743.742,TX,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,Texas,South,32.79333,-96.76651,3720639.645
46580,SO - 0001098,2017-01-06,Golden Corp,Product 30,Wholesale,11,1675.0,18425.0,1155.75,NY,Broome County,New York,Northeast,42.12662,-76.03324,1011609.684
46581,SO - 0005409,2017-01-06,Gabvine Ltd,Product 14,Export,6,1018.4,6110.4,723.064,TX,Collin County/Dallas County,Texas,South,32.97229,-96.70807,4028698.4090000005
46582,SO - 0005791,2017-01-06,Zoonder Group,Product 28,Distributor,5,3162.4,15812.0,1865.816,CA,San Diego County,California,West,32.71533,-117.15726,1003867.767
46583,SO - 0006160,2017-01-06,Neutrogena Ltd,Product 13,Export,9,1092.1000000000001,9828.900000000001,688.0230000000001,NY,Monroe County,New York,Northeast,43.15478,-77.61556,3720639.645
46584,SO - 0006230,2017-01-06,CLINIQUE Ltd,Product 25,Wholesale,11,2425.4,26679.4,1770.542,MD,Howard County,Maryland,South,39.24038,-76.83942,5342315.484
46585,SO - 0006930,2017-01-06,Podcat Corp,Product 25,Distributor,7,2592.9,18150.3,1089.018,IL,Cook County,Illinois,Midwest,42.08836,-87.98063,5342315.484
46586,SO - 0009458,2017-01-06,Zava Group,Product 14,Export,8,1809.0,14472.0,741.6899999999999,IL,Cook County,Illinois,Midwest,41.84454,-87.75929,4028698.4090000005
46587,SO - 000194,2017-01-06,Z.H.T. Group,Product 16,Wholesale,5,5031.7,25158.5,4025.36,IA,Warren County/Polk County,Iowa,Midwest,41.57259,-93.61024,2062061.144
46588,SO - 000777,2017-01-06,Shuffledri Group,Product 26,Wholesale,10,984.9,9849.0,689.43,CA,Orange County,California,West,33.77391,-117.94145,5685138.2700000005
46589,SO - 0002473,2017-01-06,Pfizer Corp,Product 2,Distributor,8,2398.6,19188.8,1918.88,AL,Limestone County/Morgan County,Alabama,South,34.57332,-86.99214,3050087.565
46590,SO - 0003643,2017-01-06,Valeant Corp,Product 26,Wholesale,5,1051.9,5259.5,725.811,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,5685138.2700000005
46591,SO - 0005432,2017-01-06,Rochester Group,Product 20,Distributor,6,5380.1,32280.600000000002,2205.841,UT,Salt Lake County,Utah,West,40.56217,-111.92966,2067108.1199999999
46592,SO - 0008970,2017-01-06,Jayo Company,Product 1,Wholesale,12,670.0,8040.0,569.5,CA,Yolo County,California,West,38.58046,-121.53023,3016489.209
46593,SO - 000296,2017-01-06,Jabbercube Corp,Product 26,Wholesale,11,1072.0,11792.0,900.48,IL,Cook County,Illinois,Midwest,41.59859,-87.85041,5685138.2700000005
46594,SO - 0001226,2017-01-06,Quimm Company,Product 18,Wholesale,7,2505.8,17540.600000000002,2079.814,NY,Rockland County,New York,Northeast,41.14077,-74.10498,2309499.045
46595,SO - 0003570,2017-01-06,Nlounge Ltd,Product 25,Wholesale,5,1072.0,5360.0,686.08,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,5342315.484
46596,SO - 0005166,2017-01-06,Rooxo Company,Product 6,Wholesale,7,1909.5,13366.5,954.75,CA,Los Angeles County,California,West,33.88835,-118.30896,1672229.416
46597,SO - 0006422,2017-01-06,Nexus Group,Product 13,Distributor,10,2646.5,26465.0,1879.0149999999999,MD,Howard County,Maryland,South,39.24038,-76.83942,3720639.645
46598,SO - 0009392,2017-01-06,Amerisourc Corp,Product 18,Distributor,11,3946.3,43409.3,1657.446,GA,Cobb County,Georgia,South,33.88399,-84.51438,2309499.045
46599,SO - 0008912,2017-01-06,Bluezoom Group,Product 14,Distributor,8,3986.5,31892.0,1913.52,NV,Clark County,Nevada,West,36.09719,-115.14666,4028698.4090000005
46600,SO - 0002849,2017-01-07,WOONSOCKET Corp,Product 20,Wholesale,5,2646.5,13232.5,1085.0649999999998,CA,Santa Clara County,California,West,37.00578,-121.56828,2067108.1199999999
46601,SO - 0005826,2017-01-07,Neutrogena Ltd,Product 28,Wholesale,10,1112.2,11122.0,745.1740000000001,MD,Howard County,Maryland,South,39.24038,-76.83942,1003867.767
46602,SO - 0010652,2017-01-07,US Ltd,Product 28,Wholesale,11,254.6,2800.6,157.852,MI,Kent County,Michigan,Midwest,42.86947,-85.64475,1003867.767
46603,SO - 0010098,2017-01-07,Kaymbo Company,Product 26,Distributor,9,1118.9,10070.1,604.2060000000001,MI,Oakland County,Michigan,Midwest,42.65837,-83.14993,5685138.2700000005
46604,SO - 0009603,2017-01-07,Army Group,Product 23,Distributor,5,2237.8,11189.0,939.8760000000001,AZ,Maricopa County,Arizona,West,33.63059,-112.33322,1135815.7580000001
46605,SO - 0001440,2017-01-07,NCS Group,Product 20,Wholesale,12,1882.7,22592.4,960.177,FL,Pinellas County,Florida,South,27.8428,-82.69954,2067108.1199999999
46606,SO - 0004246,2017-01-07,Meejo Corp,Product 25,Distributor,6,1943.0,11658.0,1029.79,TN,Hamilton County,Tennessee,South,35.04563,-85.30968,5342315.484
46607,SO - 0005295,2017-01-07,Skippad Ltd,Product 27,Export,6,3477.3,20863.800000000003,2677.521,IN,Hamilton County,Indiana,Midwest,40.04559,-86.0086,964940.2310000001
46608,SO - 0009098,2017-01-07,Skyvu Group,Product 26,Wholesale,8,5688.3,45506.4,2673.5009999999997,MI,Oakland County,Michigan,Midwest,42.48059,-83.47549,5685138.2700000005
46609,SO - 000175,2017-01-07,Wordware Company,Product 6,Wholesale,11,2224.4,24468.4,1579.324,CA,Los Angeles County,California,West,33.96816,-118.24467,1672229.416
46610,SO - 000237,2017-01-07,Aimbo Corp,Product 13,Wholesale,10,1721.9,17219.0,1084.797,IN,Delaware County,Indiana,Midwest,40.19153,-85.38601,3720639.645
46611,SO - 000781,2017-01-07,Podcat Corp,Product 14,Wholesale,11,1145.7,12602.7,744.705,CA,Santa Cruz County,California,West,36.97412,-122.0308,4028698.4090000005
46612,SO - 000821,2017-01-07,Gigabox Group,Product 1,Distributor,9,247.9,2231.1,151.219,CA,San Mateo County,California,West,37.70583,-122.46194,3016489.209
46613,SO - 0001679,2017-01-07,SUPERVALU Ltd,Product 19,Export,11,1829.1000000000001,20120.100000000002,859.677,FL,Broward County,Florida,South,26.24453,-80.20644,1645841.6
46614,SO - 0001852,2017-01-07,Accudial Company,Product 4,Distributor,6,1902.8,11416.8,1255.848,CA,Orange County,California,West,33.931960000000004,-117.94617,2885560.824
46615,SO - 0002855,2017-01-07,Deseret Group,Product 26,Export,11,5165.7,56822.7,2996.1059999999998,MD,Montgomery County,Maryland,South,38.99067,-77.02609,5685138.2700000005
46616,SO - 0004033,2017-01-07,NARS Group,Product 11,Wholesale,9,1105.5,9949.5,652.245,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,1230458.484
46617,SO - 0004520,2017-01-07,Oba Company,Product 1,Distributor,7,3892.7000000000003,27248.9,3230.9410000000003,TX,Brazos County,Texas,South,30.67436,-96.36996,3016489.209
46618,SO - 0007118,2017-01-07,General Company,Product 28,Wholesale,7,1159.1000000000001,8113.700000000001,660.687,CT,Hartford County,Connecticut,Northeast,41.68158,-72.94075,1003867.767
46619,SO - 0009698,2017-01-07,Snaptags Ltd,Product 20,Wholesale,7,2626.4,18384.8,1339.4640000000002,AL,Limestone County/Madison County,Alabama,South,34.69901,-86.67298,2067108.1199999999
46620,SO - 0010603,2017-01-07,Mita Corp,Product 2,Export,11,2425.4,26679.4,1600.7640000000001,NY,Monroe County,New York,Northeast,43.20981,-77.57206,3050087.565
46621,SO - 0008636,2017-01-07,Blogtags Ltd,Product 1,Wholesale,5,911.2,4556.0,455.6,ID,Ada County,Idaho,West,43.61211,-116.39151,3016489.209
46622,SO - 0008427,2017-01-07,Liberty Group,Product 3,Wholesale,10,1125.6000000000001,11256.000000000002,540.288,CA,San Diego County,California,West,32.64,-117.08417,2642352.432
46623,SO - 0010587,2017-01-07,Mydeo Ltd,Product 13,Export,12,730.3000000000001,8763.6,452.78600000000006,NY,Suffolk County,New York,Northeast,40.78121,-73.24623,3720639.645
46624,SO - 0008371,2017-01-07,Brightdog Corp,Product 3,Wholesale,7,261.3,1829.1000000000001,107.133,FL,Orange County,Florida,South,28.5641,-81.2114,2642352.432
46625,SO - 000382,2017-01-07,Mydo Corp,Product 15,Distributor,6,3959.7000000000003,23758.2,2573.8050000000003,TX,Bell County,Texas,South,31.11712,-97.7278,3299478.315
46626,SO - 0002398,2017-01-07,Zooveo Company,Product 30,Wholesale,12,1996.6000000000001,23959.2,1637.212,IN,Marion County,Indiana,Midwest,39.87571,-86.26625,1011609.684
46627,SO - 0003694,2017-01-07,Arbor Company,Product 25,Export,8,1098.8,8790.4,791.136,NY,Kings County,New York,Northeast,40.62472,-73.95222,5342315.484
46628,SO - 0004628,2017-01-07,Kazu Corp,Product 4,Wholesale,10,1192.6000000000001,11926.000000000002,918.3020000000001,IN,St. Joseph County,Indiana,Midwest,41.68338,-86.25001,2885560.824
46629,SO - 000771,2017-01-07,Ascend Ltd,Product 12,Distributor,5,978.2,4891.0,489.1,NY,Suffolk County,New York,Northeast,40.78121,-73.24623,1356976.996
46630,SO - 0002527,2017-01-07,Ascend Ltd,Product 5,Wholesale,5,1145.7,5728.5,905.1030000000001,MN,Hennepin County,Minnesota,Midwest,44.85469,-93.47079,3925424.5420000004
